#	CASTANEA daily								
#	climate	input	data						
#	y	year							
#	m	month							
#	d	day							
#	gr	global	radiation	(mJ/d)					
#	rh	relative	humidity	(%)					
#	ws	wind	speed	(m/s)					
#	p	precipitation	(mm)						
#	tmax	max	temperature	(celcius	degree)				
#	tmin	min	temperature	(celcius	degree)				
#	tj	average	temperature	(celcius	degree)
# y	m	d	gr	rh	ws	p	tmax	tmin	tj
1959	1	1	2.523	92.8482030406756	6.1	0.135209785628656	3.33994473776489	2.21967964538568	2.77981219157529
1959	1	2	8.003	82.1939096527902	4.7	0.270419571257313	1.71048850634195	-1.07209727626224	0.319195615039855
1959	1	3	2.891	91.7939864856106	5.4	0.405629356885969	-2.42486825977554	-3.07732869093036	-2.75109847535295
1959	1	4	1.617	90.9357332575568	6.9	0.405629356885969	-2.42486825977554	-3.07732869093036	-2.75109847535295
1959	1	5	7.818	64.7344946098177	7.7	0.135209785628656	-3.65454927103679	-5.4609530523865	-4.55775116171164
1959	1	6	1.145	95.3333658584026	5.2	2.43377614131581	-0.573330423712898	-3.5839466039475	-2.0786385138302
1959	1	7	1.865	98.2063536135605	4.7	1.82533210598686	1.16491222205596	0.411814031300796	0.788363126678376
1959	1	8	2.268	92.6302014691035	6.3	0.0676048928143282	-0.962815423464738	-4.02948383241662	-2.49614962794068
1959	1	9	7.687	84.4669344197416	6.7	0	-5.15363302835817	-5.4609530523865	-5.30729304037233
1959	1	10	3.449	84.3627273940607	5.7	0	-5.23844311480225	-5.95979278731902	-5.59911795106063
1959	1	11	9.832	70.8918945875295	4.4	0	-6.93744907111415	-8.3404838768029	-7.63896647395852
1959	1	12	4.626	76.5533403442219	4.8	0	-5.11434537502052	-8.22370866874547	-6.669027021883
1959	1	13	6.902	73.8230203900591	4.7	0.270419571257313	-3.46891510901643	-7.31920852459628	-5.39406181680636
1959	1	14	0.675	96.7947446313092	7	3.1098250694591	0.00509486374183088	-4.86732807690844	-2.43111660658331
1959	1	15	3.142	96.3656417936715	7.1	0.270419571257313	0.332420801603809	0.124040088343763	0.228230444973786
1959	1	16	2.668	89.3823552978275	8.1	0	-1.15407486312207	-4.36034692191267	-2.75721089251737
1959	1	17	10.283	47.8823584293105	7	0	-1.66410003554163	-6.04123600934881	-3.85266802244522
1959	1	18	7.6	55.7546110130531	2.2	0	0.00509486374183088	-5.07707164257112	-2.53598838941464
1959	1	19	1.529	91.4458347220552	4.5	0	0.643311959114148	-2.14178854790125	-0.749238294393551
1959	1	20	1.52	88.6078950582062	4.9	0	3.24089323888398	0.51876744860301	1.87983034374349
1959	1	21	3.323	87.9164816771977	7.3	0	6.68042973696199	3.75936683307193	5.21989828501696
1959	1	22	2.416	93.6180479613815	5.7	0	5.9506615762153	4.59983398621651	5.27524778121591
1959	1	23	3.873	95.6239190499731	4.5	0	4.61293714583271	3.87549758633876	4.24421736608573
1959	1	24	2.523	92.6302014691035	6.9	0	6.37987918892903	2.02681472889552	4.20334695891227
1959	1	25	11.165	49.6225019701088	5.9	0	0.110466912231646	-0.479102137206615	-0.184317612487485
1959	1	26	8.985	59.9583268302578	4.9	0	1.54290211007357	-1.66092141858572	-0.0590096542560755
1959	1	27	11.174	67.062312351958	3.4	0	4.85200349578532	-2.77455775054247	1.03872287262143
1959	1	28	6.238	72.9279140140689	2.8	0	2.89363033692499	-2.05271002380616	0.420460156559418
1959	1	29	11.593	55.6281299488225	2.8	0	7.01437479033194	-0.155758663380926	3.4293080634755
1959	1	30	11.711	47.4282562750936	1	0	9.63773017566646	1.45069057238829	5.54421037402737
1959	1	31	11.905	71.6210723432608	2	0	6.78355982697329	-0.781557789725735	3.00100101862378
1959	2	63	9.932	75.8701819865014	6.6	0.473234249700297	-1.41658781951449	-3.17721188775936	-2.29689985363693
1959	2	64	1.673	97.1778417214122	6.1	4.12389846167402	-2.97389067696215	-4.48329056231481	-3.72859061963848
1959	2	65	0.926	96.6110780300291	3.9	12.6421149562794	1.16491222205596	-2.25284748703279	-0.543967632488418
1959	2	66	1.266	93.4971091034082	3.5	2.1633565700585	4.72466141001163	2.32026867510684	3.52246504255923
1959	2	67	5.259	87.3369724171568	5.8	0.0676048928143282	6.68042973696199	3.39202686996059	5.03622830346129
1959	2	68	11.951	87.4520054449871	2.2	0	6.90044059565278	0.227146260419278	3.56379342803603
1959	2	69	5.505	93.687820379443	6.4	0	6.06361357956102	-1.07209727626224	2.49575815164939
1959	2	70	7.078	84.9526994779153	3.9	0	7.10204929873911	1.11259550279396	4.10732240076654
1959	2	71	13.217	80.5016317815269	1.8	0	6.37987918892903	-0.781557789725735	2.79916069960165
1959	2	72	4.438	91.6849856998245	2.4	0	4.49875740332019	-2.25284748703279	1.1229549581437
1959	2	73	10.849	86.7803609921719	4.1	0	5.56245522697433	-1.56465334452331	1.99890094122551
1959	2	74	10.46	81.1575887491229	2.5	0	5.75196778554212	-1.85604315242738	1.94796231655737
1959	2	75	10.469	63.1364574106114	3.4	0	6.06361357956102	-1.76118030858586	2.15121663548758
1959	2	76	14.249	48.048928729828	1.2	0	6.90044059565278	-1.85604315242738	2.5221987216127
1959	2	77	14.36	36.9536993887646	1.3	0	8.61288027227018	-0.886103618607678	3.86338832683125
1959	2	78	13.159	34.3182710008627	5.4	0	8.24868372583024	2.02681472889552	5.13774922736288
1959	2	79	14.765	55.9654127867708	4.7	0	8.86982152509835	-0.479102137206615	4.19535969394587
1959	2	80	14.94	62.8062012984537	3.5	0	9.20573096113518	-1.28332625430209	3.96120235341654
1959	2	81	15.099	50.57009933237	1.1	0	10.8959737604057	2.97947766500804	6.93772571270687
1959	2	82	15.314	40.5830241519656	4.1	0	9.9416925462261	2.02681472889552	5.98425363756081
1959	2	83	12.344	59.050840469894	4.5	0	5.03182006298453	2.80649530286488	3.9191576829247
1959	2	84	10.925	74.9200249584151	4.8	0	5.75196778554212	2.62203576427033	4.18700177490623
1959	2	85	15.947	71.039367442644	4.2	0	8.73192186188323	4.88401589724407	6.80796887956365
1959	2	86	6.957	93.3498117763895	4.8	0	6.06361357956102	-0.663750477556685	2.69993155100217
1959	2	87	10.725	92.6302014691035	5.1	0	7.9529804179956	1.55736227883784	4.75517134841672
1959	2	88	13.811	86.2756999668523	0.7	0	9.72891888683435	0.51876744860301	5.12384316771868
1959	2	89	16.359	77.8600558382812	2.1	0	11.6207234391466	1.33588288832819	6.4783031637374
1959	2	90	15.331	83.929579687786	4.7	0	9.72891888683435	0.51876744860301	5.12384316771868
1959	3	119	12.133	84.7555077216269	5.4	0	8.97707681871011	1.45069057238829	5.2138836955492
1959	3	120	7.384	85.2605109999264	5.9	0	7.861501007609	1.45069057238829	4.65609578999864
1959	3	121	1.41	78.8148262017334	3.8	2.36617124850149	6.57926402961756	3.24650202561793	4.91288302761774
1959	3	122	1.629	97.4194004777332	3.8	7.03090885269013	7.78382981011094	5.60154027938693	6.69268504474893
1959	3	123	6.041	91.214116681941	6.5	0	8.73192186188323	5.05681815438186	6.89437000813254
1959	3	124	2.261	96.1941973638629	2.5	19.8082335945982	7.29795331909532	5.70099614855092	6.49947473382312
1959	3	125	3.192	97.6269900339467	3.5	10.2759437077779	5.03182006298453	4.1154281048806	4.57362408393256
1959	3	126	13.243	90.8389042403797	2.9	0	6.57926402961756	2.13488558727363	4.35707480844559
1959	3	127	5.569	77.8600558382812	4.4	1.41970274910089	8.86982152509835	2.21967964538568	5.54475058524202
1959	3	128	3.673	92.7766204350847	5.4	2.50138103413014	5.65941514066018	4.48354068127356	5.07147791096687
1959	3	129	15.005	90.270033764464	3.9	0.473234249700297	8.24868372583024	2.42501427630409	5.33684900106716
1959	3	130	1.893	94.3808930655204	5.5	3.51545442634507	1.7994382089767	1.33588288832819	1.56766054865244
1959	3	131	14.586	80.5016317815269	6.4	0	3.00783088857593	2.13488558727363	2.57135823792478
1959	3	132	19.774	77.1331015558985	4.6	0	3.77070807740703	1.33588288832819	2.55329548286761
1959	3	133	17.81	77.1331015558985	1.9	0	7.861501007609	2.02681472889552	4.94415786825226
1959	3	134	15.317	70.8918945875295	4.4	0.0676048928143282	6.57926402961756	3.87549758633876	5.22738080797816
1959	3	135	2.815	87.0011501907493	7.3	0	7.10204929873911	3.15657865482128	5.1293139767802
1959	3	136	8.692	90.4654208884107	2.9	0.0676048928143282	7.68544629328007	3.75936683307193	5.722406563176
1959	3	137	4.456	93.4242356889885	2.6	0	7.01437479033194	2.72595005117236	4.87016242075215
1959	3	138	9.291	92.4105730201316	6.4	0	7.40841902220367	2.02681472889552	4.7176168755496
1959	3	139	5.999	92.3324829049416	4.2	0.0676048928143282	9.72891888683435	3.56500923210375	6.64696405946905
1959	3	140	1.068	97.9044051681591	5.5	0.811258713771938	6.48497366160722	5.05681815438186	5.77089590799454
1959	3	141	6.745	94.5731548397343	3	0.270419571257313	9.09847566752342	3.56500923210375	6.33174244981359
1959	3	142	2.08	96.06426053285	5.8	9.26187031556296	7.68544629328007	6.94199960526936	7.31372294927472
1959	3	143	3.155	97.7251232787021	3.4	8.58582138741968	3.44948404240967	4.48354068127356	3.96651236184162
1959	3	144	18.3	84.0404872069554	5.2	0	6.26790937691675	2.32026867510684	4.2940890260118
1959	3	145	16.707	61.2318189774364	3	0.608444035328954	8.39483379624627	3.39202686996059	5.89343033310343
1959	3	146	5.053	93.687820379443	4.6	0.270419571257313	8.97707681871011	5.05681815438186	7.01694748654598
1959	3	147	16.918	90.0573557445928	5.2	0.135209785628656	7.58188469661599	4.36521878171868	5.97355173916734
1959	3	148	7.868	83.141468511046	7.9	0	4.02607782410169	2.72595005117236	3.37601393763702
1959	3	149	15.883	77.3089775919588	6.3	0	6.06361357956102	2.97947766500804	4.52154562228453
1959	4	181	21.694	66.8705507384471	6.9	0	8.1437063585186	4.1154281048806	6.1295672316996
1959	4	182	24.083	46.7883850577881	2	0	13.8558152012364	6.49016469867632	10.1729899499564
1959	4	183	24.283	62.9536370628098	2.2	0	15.6528912633159	4.96099889331493	10.3069450783154
1959	4	184	22.28	72.4821695682119	4.5	0	14.0700084651061	2.97947766500804	8.52474306505706
1959	4	185	15.893	64.4517410891347	3	0	14.0700084651061	2.80649530286488	8.43825188398548
1959	4	186	4	93.4971091034082	3.5	2.70419571257313	7.29795331909532	4.7022049916299	6.00007915536261
1959	4	187	4.732	94.9525787564066	7.8	0.946468499400595	6.37987918892903	3.75936683307193	5.06962301100048
1959	4	188	22.259	86.7803609921719	5.3	0.676048928143282	10.6655154587045	3.39202686996059	7.02877116433252
